Employee ID,Title,BusinessUnit,DepartmentType,Division,State,DOB,GenderCode,RaceDesc,MaritalDesc,EmployeeStatus,EmployeeType,EmployeeClassificationType,PayZone,StartDate,ExitDate,TerminationType,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
2927,Production Technician II,EW,Production,General - Sga,MA,1982-02-18,Male,Black,Divorced,Inactive,Part-Time,Part-Time,Zone A,2023-02-04,2023-07-25,Voluntary,4,1,4,2,2,2022-10-15,Technical Skills,External,Failed,4,597.54
2928,Production Technician II,MSC,Production,General - Con,MA,1972-04-12,Female,Hispanic,Divorced,Active,Full-Time,Part-Time,Zone B,2021-01-10,,,3,5,5,4,1,2023-06-21,Communication Skills,External,Incomplete,2,175.63
2929,Production Technician II,TNS,Production,Field Operations,MA,1986-06-05,Female,White,Widowed,Inactive,Full-Time,Temporary,Zone B,2020-08-19,2021-11-14,Voluntary,2,2,1,3,4,2022-09-23,Project Management,Internal,Passed,5,120.14
2930,Production Technician II,PYZ,Production,Wireless,MA,1999-03-20,Female,Black,Widowed,Active,Part-Time,Full-Time,Zone A,2023-04-21,,,4,2,1,4,2,2023-02-23,Technical Skills,External,Failed,5,871.29
2931,Production Technician I,MSC,Production,Field Operations,MA,1969-07-11,Male,Hispanic,Single,Inactive,Full-Time,Temporary,Zone B,2020-01-29,2021-01-09,Voluntary,4,2,5,4,4,2023-07-23,Leadership Development,External,Passed,1,485.84
2932,Production Technician I,TNS,Production,Finance & Accounting,MA,1948-01-13,Male,Hispanic,Widowed,Inactive,Part-Time,Full-Time,Zone A,2021-08-19,2023-05-25,Involuntary,3,4,4,4,3,2023-05-17,Communication Skills,External,Completed,2,275.36
2933,Production Technician I,PYZ,Production,Wireline Construction,MA,1949-03-13,Male,White,Single,Active,Full-Time,Part-Time,Zone A,2021-03-18,,,2,1,3,1,4,2023-07-02,Communication Skills,External,Incomplete,3,933.67
2934,Production Technician I,WBL,Production,Field Operations,MA,1963-11-14,Male,Asian,Widowed,Inactive,Contract,Temporary,Zone B,2021-10-24,2022-08-29,Voluntary,3,2,4,3,1,2023-03-14,Technical Skills,Internal,Passed,4,927.08
2935,Production Technician I,NEL,Production,Wireline Construction,MA,1995-12-09,Male,White,Divorced,Inactive,Contract,Part-Time,Zone B,2020-10-03,2023-05-06,Involuntary,3,5,5,1,1,2023-07-25,Communication Skills,External,Passed,4,395.52
2936,Production Technician I,PL,Production,General - Con,MA,1984-09-15,Male,Asian,Married,Active,Contract,Part-Time,Zone C,2023-02-21,,,2,1,4,3,1,2022-12-23,Leadership Development,Internal,Completed,3,123.26
2937,Production Technician I,BPC,Production,Yard (Material Handling),MA,1952-07-23,Male,Black,Married,Active,Contract,Temporary,Zone A,2020-08-01,,,2,2,1,4,4,2023-07-25,Leadership Development,Internal,Completed,3,198.45
2938,Production Technician I,CCDR,Production,Aerial,MA,1972-12-11,Male,White,Married,Inactive,Full-Time,Full-Time,Zone C,2023-01-08,2023-05-10,Involuntary,2,1,2,5,1,2023-05-18,Communication Skills,Internal,Passed,2,478.07
2939,Production Technician I,SVG,Production,General - Eng,MA,1980-07-23,Female,Hispanic,Single,Inactive,Contract,Full-Time,Zone B,2022-07-26,2022-11-08,Voluntary,2,2,4,3,3,2022-09-06,Project Management,External,Completed,3,285.5
2940,Production Technician I,EW,Production,Yard (Material Handling),MA,1972-12-05,Female,Black,Single,Inactive,Contract,Part-Time,Zone A,2020-08-31,2023-06-09,Voluntary,2,5,5,1,3,2023-06-14,Communication Skills,External,Passed,2,490.26
2941,Production Technician I,MSC,Production,Engineers,MA,1994-04-26,Male,Hispanic,Divorced,Inactive,Part-Time,Full-Time,Zone B,2022-11-05,2023-02-22,Involuntary,2,2,5,2,5,2022-11-11,Customer Service,Internal,Completed,3,828.68
2942,Production Technician I,TNS,Production,General - Sga,MA,1949-03-01,Female,Black,Widowed,Inactive,Full-Time,Part-Time,Zone C,2019-05-30,2020-01-08,Voluntary,2,2,3,3,4,2023-02-20,Technical Skills,External,Incomplete,2,858.29
2943,Production Technician I,PYZ,Production,General - Sga,MA,1963-02-14,Female,Other,Single,Active,Full-Time,Part-Time,Zone B,2019-12-09,,,2,2,4,1,5,2023-04-04,Communication Skills,External,Completed,3,494.19
2944,Production Technician I,WBL,Production,General - Eng,MA,1952-04-08,Female,Other,Widowed,Active,Part-Time,Part-Time,Zone C,2019-05-10,,,2,1,2,4,1,2023-02-17,Communication Skills,Internal,Passed,4,502.56
2945,Production Technician I,NEL,Production,Aerial,MA,1976-08-21,Male,White,Widowed,Inactive,Full-Time,Temporary,Zone B,2019-09-03,2022-03-18,Voluntary,2,4,4,2,1,2023-07-01,Communication Skills,External,Failed,5,826.82
2946,Production Technician II,BPC,Production,Splicing,MA,1984-06-29,Male,Black,Divorced,Active,Contract,Full-Time,Zone A,2018-09-13,,,2,2,4,5,3,2023-07-12,Leadership Development,Internal,Failed,4,655.83
2947,Production Technician II,CCDR,Production,Wireline Construction,MA,1958-08-18,Male,Asian,Divorced,Active,Part-Time,Temporary,Zone C,2021-06-10,,,3,1,3,4,2,2022-08-13,Project Management,External,Incomplete,1,543.81
2948,Production Technician II,SVG,Production,Shop (Fleet),MA,1999-10-29,Male,Other,Single,Inactive,Contract,Temporary,Zone B,2019-10-08,2023-06-16,Involuntary,2,2,2,4,5,2022-11-01,Technical Skills,Internal,Failed,1,482.47
2949,Production Technician II,EW,Production,Splicing,MA,1957-11-04,Female,Hispanic,Single,Inactive,Contract,Temporary,Zone A,2021-06-03,2023-04-14,Voluntary,3,4,2,2,2,2023-03-09,Communication Skills,Internal,Passed,3,310.41
2950,Production Technician II,MSC,Production,People Services,MA,1943-01-04,Female,White,Married,Inactive,Part-Time,Temporary,Zone C,2018-09-14,2019-01-04,Involuntary,2,4,3,3,5,2023-03-19,Technical Skills,Internal,Completed,2,331.52
2951,Production Technician II,TNS,Production,General - Con,MA,1943-10-05,Female,Black,Widowed,Active,Full-Time,Part-Time,Zone C,2019-05-26,,,3,2,3,1,3,2022-09-07,Leadership Development,External,Passed,3,973.96
2952,Production Technician II,PYZ,Production,General - Eng,MA,1952-04-26,Female,Black,Widowed,Active,Contract,Full-Time,Zone C,2019-07-05,,,3,4,5,3,2,2023-05-08,Communication Skills,Internal,Completed,3,149.09
2953,Production Technician I,TNS,Production,Field Operations,MA,1957-03-19,Male,Other,Widowed,Active,Full-Time,Full-Time,Zone B,2019-11-05,,,3,5,2,3,4,2022-12-11,Leadership Development,External,Incomplete,4,925.16
2954,Production Technician I,WBL,Production,Field Operations,MA,1955-08-10,Female,Black,Widowed,Inactive,Part-Time,Part-Time,Zone B,2019-07-22,2021-10-18,Voluntary,3,2,5,2,1,2022-10-23,Project Management,External,Passed,2,833.13
2955,Production Technician I,PYZ,Production,General - Con,MA,1959-06-14,Male,Other,Married,Inactive,Full-Time,Part-Time,Zone A,2020-09-21,2023-03-22,Voluntary,3,1,5,2,3,2023-06-04,Project Management,External,Failed,5,191.49
2956,Production Technician I,WBL,Production,Engineers,MA,1999-12-15,Male,Hispanic,Widowed,Active,Part-Time,Full-Time,Zone C,2019-11-11,,,3,2,5,4,1,2022-10-13,Customer Service,External,Passed,3,474.15
2957,Production Technician I,NEL,Production,Field Operations,MA,1960-01-13,Male,Hispanic,Single,Active,Part-Time,Temporary,Zone B,2021-02-08,,,3,1,1,3,4,2022-08-30,Project Management,External,Failed,1,550.42
2958,Production Technician I,PL,Production,People Services,MA,1945-04-09,Male,Black,Divorced,Active,Contract,Full-Time,Zone C,2020-06-01,,,3,4,1,2,4,2023-02-09,Technical Skills,External,Incomplete,1,681.23
2959,Production Technician I,BPC,Production,Aerial,MA,1942-08-30,Male,Hispanic,Widowed,Inactive,Part-Time,Temporary,Zone A,2022-10-26,2022-11-01,Voluntary,3,2,1,5,2,2023-07-06,Customer Service,Internal,Incomplete,5,657.64
2960,Production Technician I,CCDR,Production,General - Con,MA,1976-09-21,Female,White,Divorced,Inactive,Full-Time,Part-Time,Zone C,2019-02-12,2023-04-17,Voluntary,3,2,2,4,3,2022-12-16,Project Management,Internal,Incomplete,4,449.66
2961,Production Technician I,SVG,Production,Field Operations,MA,1977-12-20,Female,Asian,Divorced,Inactive,Full-Time,Full-Time,Zone A,2022-10-19,2023-07-22,Voluntary,3,2,2,2,4,2023-01-19,Leadership Development,External,Passed,5,587.25
2962,Production Technician I,EW,Production,Engineers,MA,1982-10-03,Female,Hispanic,Single,Active,Full-Time,Full-Time,Zone A,2019-12-12,,,3,1,1,2,3,2022-08-28,Customer Service,Internal,Failed,2,198.55
2963,Production Technician I,MSC,Production,Field Operations,MA,1975-09-04,Male,Other,Married,Active,Full-Time,Full-Time,Zone B,2021-11-29,,,3,2,1,3,2,2023-06-08,Customer Service,External,Completed,5,629.24
2964,Production Technician I,TNS,Production,Field Operations,MA,1958-06-02,Female,Other,Divorced,Active,Part-Time,Full-Time,Zone B,2021-05-15,,,3,2,4,1,3,2022-10-14,Communication Skills,Internal,Incomplete,2,614.06
2965,Production Technician I,PYZ,Production,Field Operations,MA,1957-01-04,Female,Hispanic,Divorced,Inactive,Contract,Temporary,Zone B,2023-01-27,2023-05-06,Involuntary,3,1,4,4,5,2023-03-07,Project Management,External,Completed,3,426.26
2966,Production Technician I,WBL,Production,Aerial,MA,1961-04-23,Male,White,Divorced,Inactive,Full-Time,Temporary,Zone A,2020-07-03,2023-07-02,Voluntary,3,4,5,2,5,2022-10-17,Project Management,Internal,Passed,5,197.73
2967,Production Technician I,NEL,Production,Field Operations,MA,1983-12-06,Female,Other,Married,Inactive,Full-Time,Part-Time,Zone A,2022-12-26,2023-06-25,Voluntary,3,4,2,3,1,2023-07-21,Customer Service,External,Incomplete,3,145.68
2968,Production Technician I,CCDR,Production,General - Con,MA,1981-06-05,Female,Black,Single,Active,Part-Time,Temporary,Zone B,2018-12-23,,,3,4,1,5,4,2022-11-20,Customer Service,Internal,Failed,3,764.74
2969,Production Technician II,WBL,Production,General - Con,MA,1987-12-28,Female,Hispanic,Married,Inactive,Contract,Part-Time,Zone A,2020-09-28,2021-10-16,Voluntary,3,2,4,5,5,2022-10-18,Customer Service,Internal,Passed,3,405.4
2970,Production Technician I,MSC,Production,General - Con,MA,1982-04-30,Female,Hispanic,Widowed,Inactive,Full-Time,Temporary,Zone B,2020-09-16,2021-09-10,Voluntary,3,5,5,5,5,2023-01-16,Leadership Development,External,Failed,4,689.49
2971,Production Technician II,TNS,Production,Aerial,MA,1996-10-07,Female,White,Divorced,Inactive,Contract,Temporary,Zone C,2020-02-09,2021-03-14,Involuntary,3,1,3,5,4,2023-04-12,Project Management,Internal,Incomplete,2,141.14
2972,Production Technician I,TNS,Production,General - Con,MA,1948-04-03,Female,Other,Widowed,Active,Full-Time,Part-Time,Zone B,2023-02-13,,,3,1,3,4,3,2023-03-01,Leadership Development,Internal,Passed,1,788.69
2973,Production Technician I,SVG,Production,General - Con,MA,1951-06-14,Female,Other,Married,Active,Part-Time,Part-Time,Zone C,2019-12-01,,,3,5,1,3,3,2023-07-13,Technical Skills,Internal,Failed,5,458.81
2974,Production Technician I,SVG,Production,Field Operations,MA,1945-02-06,Female,Black,Single,Active,Full-Time,Part-Time,Zone C,2022-11-04,,,3,5,4,5,4,2023-04-27,Project Management,Internal,Passed,5,140.91
2975,Production Technician I,WBL,Production,Billable Consultants,MA,1948-06-17,Male,Asian,Married,Inactive,Full-Time,Temporary,Zone A,2021-04-14,2022-06-22,Voluntary,3,4,2,3,4,2023-07-12,Leadership Development,External,Completed,5,551.76
2976,Production Technician I,TNS,Production,Field Operations,MA,1992-01-19,Male,Hispanic,Divorced,Inactive,Full-Time,Temporary,Zone A,2021-08-13,2021-10-12,Involuntary,3,1,4,3,1,2023-06-09,Communication Skills,Internal,Passed,5,720.1
2977,Production Technician II,NEL,Production,Yard (Material Handling),MA,1987-12-10,Male,Black,Divorced,Active,Part-Time,Temporary,Zone A,2020-08-28,,,3,2,2,4,3,2023-04-01,Project Management,Internal,Passed,4,640.05
2978,Production Technician I,CCDR,Production,Yard (Material Handling),MA,1981-09-11,Male,Hispanic,Divorced,Active,Full-Time,Part-Time,Zone C,2022-08-16,,,3,4,5,2,4,2022-11-02,Communication Skills,Internal,Failed,1,470.62
2979,Production Technician I,PL,Production,Field Operations,MA,2001-06-16,Female,Other,Widowed,Active,Full-Time,Temporary,Zone A,2022-02-26,,,3,2,4,5,4,2023-06-10,Leadership Development,External,Failed,4,257.87
2980,Production Technician I,SVG,Production,General - Con,MA,1957-09-09,Female,Hispanic,Divorced,Active,Part-Time,Temporary,Zone A,2019-12-30,,,3,2,1,3,5,2023-02-17,Customer Service,External,Passed,4,970.09
2981,Production Technician I,TNS,Production,Aerial,MA,1979-12-25,Female,Black,Single,Inactive,Part-Time,Full-Time,Zone B,2022-07-23,2023-03-06,Voluntary,3,1,5,3,2,2023-06-25,Communication Skills,External,Completed,2,197.96
2982,Production Technician II,WBL,Production,Field Operations,MA,1952-01-24,Female,Other,Married,Active,Full-Time,Temporary,Zone B,2018-10-14,,,3,2,5,4,3,2022-10-31,Project Management,External,Failed,2,166.78
2983,Production Technician II,PL,Production,Splicing,MA,1962-04-15,Male,Hispanic,Widowed,Active,Full-Time,Temporary,Zone C,2021-02-20,,,3,2,4,5,4,2023-06-25,Project Management,External,Passed,4,267.6
2984,Production Technician II,PYZ,Production,Engineers,MA,1975-04-03,Female,Black,Divorced,Inactive,Contract,Temporary,Zone B,2020-03-28,2020-11-21,Voluntary,3,5,4,1,1,2023-05-24,Project Management,Internal,Incomplete,1,671.21
2985,Production Technician I,SVG,Production,General - Sga,MA,1970-09-17,Male,Hispanic,Married,Inactive,Contract,Part-Time,Zone A,2019-02-05,2020-07-10,Voluntary,3,1,3,5,2,2022-10-25,Customer Service,Internal,Failed,4,813.43
2986,Production Technician I,NEL,Production,General - Eng,MA,1971-01-11,Female,Asian,Single,Active,Full-Time,Temporary,Zone B,2023-04-19,,,3,1,4,5,3,2023-02-20,Communication Skills,Internal,Completed,1,501.89
2987,Production Technician I,TNS,Production,Shop (Fleet),MA,1966-02-20,Male,Other,Single,Active,Contract,Full-Time,Zone B,2020-09-24,,,3,4,4,3,3,2023-01-20,Leadership Development,External,Failed,4,133.4
2988,Production Technician I,MSC,Production,General - Con,MA,1972-01-18,Male,Hispanic,Married,Inactive,Full-Time,Part-Time,Zone A,2020-11-14,2023-01-15,Voluntary,3,1,4,4,4,2023-01-03,Customer Service,Internal,Failed,4,312.8
2989,Production Technician I,TNS,Production,Engineers,MA,1942-05-26,Female,Hispanic,Widowed,Active,Contract,Temporary,Zone B,2021-09-16,,,3,4,2,3,3,2022-11-24,Communication Skills,External,Failed,3,272.76
2990,Production Technician I,PYZ,Production,General - Con,MA,1999-05-28,Female,White,Single,Active,Full-Time,Part-Time,Zone C,2019-04-21,,,3,2,2,2,3,2023-05-14,Project Management,External,Passed,3,494.03
2991,Production Technician I,WBL,Production,General - Con,MA,1999-03-17,Female,White,Single,Active,Contract,Full-Time,Zone A,2020-03-13,,,4,2,5,5,3,2022-12-02,Project Management,Internal,Completed,3,722.92
2992,Production Technician I,NEL,Production,Field Operations,MA,1973-10-18,Female,Asian,Married,Inactive,Full-Time,Part-Time,Zone A,2022-04-16,2023-04-20,Voluntary,3,4,1,4,2,2023-02-03,Leadership Development,Internal,Passed,1,125.34
2993,Production Technician I,PL,Production,General - Con,MA,1946-01-07,Male,White,Widowed,Inactive,Full-Time,Full-Time,Zone A,2019-03-18,2022-11-23,Involuntary,3,4,5,5,1,2022-11-03,Communication Skills,Internal,Incomplete,3,559.24
2994,Production Technician I,BPC,Production,Engineers,MA,1953-05-10,Male,Other,Married,Active,Part-Time,Temporary,Zone B,2022-02-18,,,3,4,5,5,3,2022-12-14,Project Management,External,Incomplete,1,936.24
2995,Production Technician I,CCDR,Production,General - Con,MA,1954-10-17,Male,Other,Single,Inactive,Full-Time,Full-Time,Zone A,2018-09-03,2018-11-29,Voluntary,2,4,1,5,2,2023-07-03,Technical Skills,Internal,Passed,1,440.35
2996,Production Technician I,SVG,Production,General - Con,MA,1989-09-30,Female,Other,Widowed,Inactive,Contract,Temporary,Zone B,2022-06-15,2022-08-16,Involuntary,3,4,3,2,2,2022-09-30,Technical Skills,Internal,Passed,2,727.12
2997,Production Technician I,EW,Production,General - Con,MA,1985-06-30,Female,Other,Married,Active,Contract,Part-Time,Zone B,2022-02-14,,,3,2,1,2,5,2023-02-16,Communication Skills,External,Completed,4,433.14
2998,Production Technician I,MSC,Production,General - Con,MA,1968-06-02,Male,White,Widowed,Active,Contract,Part-Time,Zone C,2023-07-09,,,2,1,4,3,3,2022-10-17,Customer Service,External,Failed,1,764.14
2999,Production Technician I,TNS,Production,Field Operations,MA,1970-03-16,Male,Asian,Divorced,Inactive,Contract,Part-Time,Zone B,2018-10-28,2019-08-04,Voluntary,3,2,2,1,4,2023-06-14,Customer Service,Internal,Passed,5,800.21
3000,Production Technician I,PYZ,Production,Isp,MA,1973-09-27,Male,Other,Single,Active,Contract,Full-Time,Zone B,2022-07-09,,,3,1,2,2,5,2023-05-11,Technical Skills,External,Incomplete,2,172.72
3001,Production Technician I,WBL,Production,General - Con,MA,1942-10-15,Male,Asian,Widowed,Inactive,Full-Time,Part-Time,Zone C,2018-09-27,2022-12-12,Voluntary,3,5,5,4,3,2022-12-26,Communication Skills,Internal,Passed,5,346.93
3002,Production Technician II,BPC,Production,General - Con,MA,1991-05-16,Female,White,Widowed,Active,Full-Time,Part-Time,Zone A,2020-10-27,,,3,2,3,3,3,2023-02-05,Leadership Development,Internal,Passed,4,247.81
3003,Production Technician II,CCDR,Production,Field Operations,MA,1990-08-31,Female,Other,Single,Active,Full-Time,Part-Time,Zone A,2021-10-01,,,3,5,4,3,5,2022-11-16,Technical Skills,Internal,Passed,4,144.84
3004,Production Technician II,EW,Production,General - Con,MA,1996-01-24,Female,Asian,Divorced,Inactive,Full-Time,Full-Time,Zone B,2019-08-29,2022-06-19,Voluntary,3,5,4,3,4,2023-03-07,Technical Skills,Internal,Incomplete,1,183.63
3005,Production Technician II,MSC,Production,General - Con,MA,1943-01-20,Female,Hispanic,Widowed,Active,Contract,Part-Time,Zone C,2020-12-29,,,3,2,4,5,1,2023-03-21,Communication Skills,Internal,Passed,5,997.4
3006,Production Technician II,NEL,Production,Field Operations,MA,1968-07-26,Female,Asian,Single,Active,Part-Time,Full-Time,Zone C,2022-10-04,,,3,1,3,5,2,2023-05-13,Communication Skills,External,Passed,3,415.18
3007,Production Technician II,PL,Production,General - Con,MA,1949-10-13,Female,Black,Married,Inactive,Part-Time,Full-Time,Zone A,2019-03-21,2022-09-25,Voluntary,3,2,2,5,3,2023-07-19,Customer Service,External,Incomplete,5,147.35
3008,Production Technician II,PYZ,Production,General - Sga,MA,1977-03-06,Female,Black,Widowed,Inactive,Full-Time,Full-Time,Zone A,2020-04-03,2021-12-27,Involuntary,3,4,2,1,4,2023-03-15,Leadership Development,Internal,Incomplete,3,967.08
3009,Production Technician I,EW,Production,Billable Consultants,MA,1997-05-01,Male,White,Married,Inactive,Part-Time,Part-Time,Zone C,2019-06-02,2021-07-14,Voluntary,3,2,1,2,4,2022-11-20,Leadership Development,Internal,Incomplete,4,637.86
3010,Production Technician I,MSC,Production,General - Con,MA,1947-03-15,Male,Other,Married,Inactive,Part-Time,Temporary,Zone C,2019-05-31,2020-09-04,Voluntary,3,1,1,5,5,2022-09-11,Project Management,External,Failed,3,299.13
3011,Production Technician I,TNS,Production,Engineers,MA,1954-02-11,Female,Hispanic,Widowed,Inactive,Part-Time,Full-Time,Zone A,2020-01-06,2020-05-04,Involuntary,3,5,4,4,3,2022-10-11,Leadership Development,External,Incomplete,3,935.75
3012,Production Technician I,BPC,Production,General - Sga,MA,1950-05-28,Female,Asian,Single,Inactive,Contract,Temporary,Zone A,2018-08-19,2021-02-18,Voluntary,4,1,3,5,1,2022-09-22,Technical Skills,External,Failed,3,494.02
3013,Production Technician I,CCDR,Production,Splicing,MA,1982-03-25,Female,Asian,Widowed,Active,Full-Time,Full-Time,Zone C,2019-05-18,,,1,1,5,2,4,2023-05-23,Leadership Development,Internal,Incomplete,4,776.3
3014,Production Technician I,EW,Production,Field Operations,MA,1967-07-17,Male,Hispanic,Single,Inactive,Contract,Temporary,Zone B,2022-11-23,2022-12-09,Voluntary,1,2,3,4,2,2023-02-01,Leadership Development,Internal,Completed,3,326.37
3015,Production Technician I,MSC,Production,General - Sga,MA,1976-06-14,Male,Hispanic,Single,Active,Part-Time,Part-Time,Zone C,2020-12-02,,,1,2,5,5,5,2022-11-18,Customer Service,External,Completed,1,108.95
3016,Production Technician I,NEL,Production,Finance & Accounting,MA,2000-07-02,Male,Black,Widowed,Active,Part-Time,Part-Time,Zone A,2022-01-05,,,1,4,3,1,2,2023-01-26,Communication Skills,Internal,Completed,4,550.9
3017,Production Technician I,PL,Production,Field Operations,MA,1994-12-12,Female,Other,Divorced,Inactive,Full-Time,Full-Time,Zone B,2023-04-16,2023-08-04,Voluntary,1,5,3,5,3,2022-08-19,Technical Skills,Internal,Incomplete,4,795.89
3018,Production Technician I,PYZ,Production,Project Management - Con,MA,1974-06-13,Female,Black,Widowed,Inactive,Contract,Part-Time,Zone C,2020-10-10,2023-06-23,Voluntary,1,2,1,1,4,2023-04-02,Communication Skills,External,Passed,1,980.49
3019,Production Technician I,SVG,Production,Finance & Accounting,MA,1979-09-21,Female,Asian,Married,Inactive,Contract,Full-Time,Zone B,2022-04-15,2023-07-04,Voluntary,1,2,3,4,2,2022-11-18,Technical Skills,External,Failed,1,155.46
3020,Production Technician I,TNS,Production,General - Con,MA,1944-01-07,Male,Black,Widowed,Active,Part-Time,Part-Time,Zone C,2023-07-25,,,1,2,2,5,1,2023-06-19,Project Management,External,Completed,2,367.74
3021,Production Technician I,WBL,Production,Wireline Construction,MA,1987-05-14,Male,Other,Single,Active,Contract,Temporary,Zone A,2020-08-31,,,1,2,5,3,4,2023-08-04,Customer Service,External,Passed,3,115.55
3022,Production Technician I,BPC,Production,Splicing,MA,1976-07-16,Male,Other,Married,Inactive,Full-Time,Full-Time,Zone C,2018-10-10,2020-05-17,Voluntary,1,1,2,2,3,2022-12-15,Communication Skills,External,Completed,3,848.52
3023,Production Technician II,TNS,Production,General - Con,MA,1958-01-30,Female,Black,Widowed,Inactive,Contract,Part-Time,Zone B,2019-01-15,2021-04-03,Voluntary,1,2,3,5,3,2023-05-04,Project Management,Internal,Passed,5,321.61
3024,Production Technician II,BPC,Production,Project Management - Con,MA,1962-03-28,Female,Hispanic,Widowed,Active,Contract,Full-Time,Zone A,2021-12-26,,,3,2,4,5,5,2022-12-21,Technical Skills,External,Passed,4,957.12
3025,Production Technician II,CCDR,Production,Project Management - Con,MA,1999-03-29,Female,Black,Married,Active,Contract,Temporary,Zone C,2022-05-23,,,3,1,3,4,5,2022-08-27,Communication Skills,External,Incomplete,3,177.63
3026,Production Technician II,EW,Production,Project Management - Con,MA,1943-08-05,Female,Asian,Divorced,Active,Contract,Part-Time,Zone C,2022-08-23,,,3,2,3,2,4,2022-11-02,Customer Service,External,Passed,3,864.03
3027,Production Technician II,MSC,Production,General - Eng,MA,1943-05-08,Female,White,Single,Inactive,Part-Time,Full-Time,Zone A,2023-05-27,2023-07-28,Voluntary,3,5,3,2,4,2023-07-05,Communication Skills,External,Incomplete,4,707.06
3028,Production Technician II,NEL,Production,Engineers,MA,2000-05-02,Female,Asian,Married,Inactive,Contract,Temporary,Zone B,2018-08-10,2021-07-25,Voluntary,3,2,5,4,1,2022-10-20,Communication Skills,Internal,Completed,4,690.29
3029,Production Technician II,PL,Production,Finance & Accounting,MA,1959-06-14,Female,Asian,Widowed,Inactive,Contract,Full-Time,Zone C,2021-10-24,2023-02-03,Voluntary,3,4,1,1,3,2023-07-03,Project Management,External,Incomplete,1,721.83
3030,Production Technician II,PYZ,Production,Wireline Construction,MA,1953-08-10,Female,White,Single,Inactive,Full-Time,Part-Time,Zone C,2022-07-05,2023-01-03,Voluntary,3,1,2,2,5,2022-12-24,Technical Skills,Internal,Passed,2,287.34
3031,Production Technician I,SVG,Production,Project Management - Con,MA,1960-07-13,Male,Asian,Married,Inactive,Contract,Temporary,Zone B,2022-01-22,2023-03-03,Voluntary,3,1,2,3,2,2022-12-31,Technical Skills,External,Incomplete,2,783.36
3032,Production Technician I,EW,Production,General - Con,MA,1941-11-10,Male,Asian,Married,Inactive,Part-Time,Full-Time,Zone A,2023-03-27,2023-07-23,Voluntary,3,2,1,3,2,2022-10-28,Technical Skills,External,Passed,1,709.78
3033,Production Technician I,MSC,Production,Engineers,MA,1946-03-17,Male,White,Divorced,Inactive,Contract,Part-Time,Zone C,2019-08-26,2022-03-09,Voluntary,3,2,3,3,5,2023-01-08,Customer Service,Internal,Incomplete,4,714.64
3034,Production Technician I,TNS,Production,Field Operations,MA,1967-05-04,Female,White,Single,Active,Full-Time,Temporary,Zone B,2021-10-16,,,3,2,1,4,2,2022-11-25,Leadership Development,Internal,Passed,2,947.76
3035,Production Technician I,PYZ,Production,Engineers,MA,1950-09-14,Female,Other,Divorced,Active,Contract,Temporary,Zone C,2019-06-14,,,3,1,2,4,5,2023-05-09,Customer Service,Internal,Completed,1,498.19
3036,Production Technician I,WBL,Production,Technology / It,MA,1957-06-28,Female,White,Widowed,Active,Full-Time,Temporary,Zone B,2020-07-05,,,3,2,1,4,2,2023-06-19,Technical Skills,Internal,Failed,3,516.4
3037,Production Technician I,NEL,Production,Field Operations,MA,1989-10-06,Male,Asian,Married,Active,Full-Time,Full-Time,Zone C,2020-03-02,,,3,4,3,4,2,2023-05-01,Leadership Development,Internal,Failed,5,374.69
3038,Production Technician I,PL,Production,Field Operations,MA,1955-08-20,Male,White,Divorced,Inactive,Part-Time,Temporary,Zone B,2020-11-11,2021-04-28,Involuntary,3,2,5,5,5,2022-08-17,Customer Service,Internal,Incomplete,5,244.22
3039,Production Technician I,BPC,Production,Project Management - Con,MA,1966-03-24,Female,Other,Single,Active,Contract,Temporary,Zone B,2019-12-22,,,3,5,4,2,1,2023-01-05,Leadership Development,Internal,Completed,2,130.81
3040,Production Technician I,CCDR,Production,Field Operations,MA,1984-02-01,Female,White,Divorced,Active,Full-Time,Full-Time,Zone A,2020-12-14,,,3,5,5,1,4,2022-12-30,Technical Skills,Internal,Passed,5,321.03
3041,Production Technician I,SVG,Production,General - Con,MA,2000-04-22,Female,White,Single,Active,Contract,Full-Time,Zone C,2020-06-20,,,3,2,5,5,4,2023-07-28,Project Management,Internal,Completed,4,354.82
3042,Production Technician I,EW,Production,Fielders,MA,1961-06-24,Female,White,Widowed,Inactive,Contract,Temporary,Zone B,2023-06-09,2023-07-12,Voluntary,4,4,4,1,2,2023-02-03,Technical Skills,Internal,Incomplete,2,513.54
3043,Production Technician I,MSC,Production,Catv,MA,1963-03-06,Male,Black,Widowed,Active,Contract,Full-Time,Zone C,2022-09-25,,,4,2,5,3,3,2023-02-21,Customer Service,External,Completed,5,658.12
3044,Production Technician I,TNS,Production,General - Con,MA,1966-02-27,Male,White,Single,Inactive,Contract,Part-Time,Zone B,2020-08-26,2020-12-30,Voluntary,4,2,1,1,3,2022-12-20,Leadership Development,Internal,Passed,2,643.75
3045,Production Technician I,PYZ,Production,General - Eng,MA,1968-02-10,Male,Other,Single,Active,Full-Time,Temporary,Zone C,2019-08-28,,,4,2,5,4,1,2023-03-03,Communication Skills,External,Incomplete,2,290.75
